Accession No.	Order	Family	Subfamily	Genus
NC_016162.1	unassigned	Inoviridae	unassigned	unassigned
MG945685.1	unassigned	Microviridae	unassigned	unassigned
HG007973.1	unassigned	Inoviridae	unassigned	unassigned
MG945229.1	unassigned	Microviridae	unassigned	unassigned
AF226851.1	unassigned	Cystoviridae	unassigned	Cystovirus
FJ685651.1	unassigned	Pleolipoviridae	unassigned	Alphapleolipovirus
NC_002014.1	unassigned	Inoviridae	unassigned	Lineavirus
NC_003327.2	unassigned	Inoviridae	unassigned	Fibrovirus
EF489910.1	unassigned	Inoviridae	unassigned	unassigned
MG945276.1	unassigned	Microviridae	unassigned	unassigned
NC_001270.2	unassigned	Inoviridae	unassigned	unassigned
MG945425.1	unassigned	Microviridae	unassigned	unassigned
NC_001332.1	unassigned	Inoviridae	unassigned	Lineavirus
MG945352.1	unassigned	Microviridae	unassigned	unassigned
MG945209.1	unassigned	Microviridae	unassigned	unassigned
KX074201.1	unassigned	Cystoviridae	unassigned	Cystovirus
LC210520.1	unassigned	Inoviridae	unassigned	unassigned
KJ957164.1	unassigned	Cystoviridae	unassigned	Cystovirus
FJ608823.2	unassigned	Cystoviridae	unassigned	Cystovirus
MG883727.1	unassigned	Microviridae	unassigned	unassigned
NC_021805.1	unassigned	Microviridae	unassigned	unassigned
NC_021797.1	unassigned	Microviridae	unassigned	unassigned
NC_040375.1	unassigned	Microviridae	unassigned	unassigned
MK496681.1	unassigned	Microviridae	unassigned	unassigned
J02451.1	unassigned	Inoviridae	unassigned	Inovirus
NC_025824.1	unassigned	Inoviridae	unassigned	Inovirus
MK496682.1	unassigned	Microviridae	unassigned	unassigned
DQ785295.1	unassigned	Cystoviridae	unassigned	Cystovirus
NC_003715.1	unassigned	Cystoviridae	unassigned	Cystovirus
DQ785293.1	unassigned	Cystoviridae	unassigned	Cystovirus
MG641188.1	unassigned	Microviridae	unassigned	unassigned
NC_007827.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
MK765650.1	unassigned	Microviridae	unassigned	unassigned
MG945257.1	unassigned	Microviridae	unassigned	unassigned
MG945482.1	unassigned	Microviridae	unassigned	unassigned
NC_012868.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
DQ085810.2	unassigned	Microviridae	Bullavirinae	Alphatrevirus
NC_026665.1	unassigned	Microviridae	unassigned	unassigned
DQ079871.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
NC_007822.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
DQ079870.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
DQ079875.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
MH616884.2	unassigned	Microviridae	unassigned	unassigned
NC_007824.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
KX513868.1	unassigned	Microviridae	Gokushovirinae	unassigned
NC_007820.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
MK765591.1	unassigned	Microviridae	unassigned	unassigned
MK765611.1	unassigned	Microviridae	unassigned	unassigned
MK765657.1	unassigned	Microviridae	unassigned	unassigned
MK765562.1	unassigned	Microviridae	unassigned	unassigned
MG945384.1	unassigned	Microviridae	unassigned	unassigned
MK765594.1	unassigned	Microviridae	unassigned	unassigned
MK765596.1	unassigned	Microviridae	unassigned	unassigned
MG945788.1	unassigned	Microviridae	unassigned	unassigned
NC_001418.1	unassigned	Inoviridae	unassigned	unassigned
MG945848.1	unassigned	Microviridae	unassigned	unassigned
MK765658.1	unassigned	Microviridae	unassigned	unassigned
HM150760.1	unassigned	Inoviridae	unassigned	unassigned
AF428260.1	unassigned	Inoviridae	unassigned	unassigned
MK765554.1	unassigned	Microviridae	unassigned	unassigned
MG945409.1	unassigned	Microviridae	unassigned	unassigned
MK765566.1	unassigned	Microviridae	unassigned	unassigned
NC_026013.1	unassigned	Microviridae	unassigned	unassigned
MG945845.1	unassigned	Microviridae	unassigned	unassigned
MK765555.1	unassigned	Microviridae	unassigned	unassigned
MK765556.1	unassigned	Microviridae	unassigned	unassigned
MG945716.1	unassigned	Microviridae	unassigned	unassigned
MG945235.1	unassigned	Microviridae	unassigned	unassigned
KX266384.1	unassigned	Microviridae	Bullavirinae	Gequatrovirus
KX266622.1	unassigned	Microviridae	Bullavirinae	Gequatrovirus
KX266428.1	unassigned	Microviridae	Bullavirinae	Gequatrovirus
KX266300.1	unassigned	Microviridae	Bullavirinae	Gequatrovirus
MK765655.1	unassigned	Microviridae	unassigned	unassigned
NC_007825.1	unassigned	Microviridae	Bullavirinae	Gequatrovirus
MG945285.1	unassigned	Microviridae	unassigned	unassigned
HQ264138.1	unassigned	Microviridae	unassigned	unassigned
MG945138.1	unassigned	Microviridae	unassigned	unassigned
MG945855.1	unassigned	Microviridae	unassigned	unassigned
NC_040350.1	unassigned	Microviridae	unassigned	unassigned
MK629529.1	unassigned	Microviridae	Bullavirinae	Alphatrevirus
MG563770.1	unassigned	Microviridae	Bullavirinae	Gequatrovirus
NC_007817.1	unassigned	Microviridae	Bullavirinae	Gequatrovirus
NC_015297.1	unassigned	Inoviridae	unassigned	unassigned
MG641183.1	unassigned	Microviridae	unassigned	unassigned
HM753708.1	unassigned	Microviridae	Bullavirinae	Sinsheimervirus
HM753709.1	unassigned	Microviridae	Bullavirinae	Sinsheimervirus
HM753710.1	unassigned	Microviridae	Bullavirinae	Sinsheimervirus
HM753718.1	unassigned	Microviridae	Bullavirinae	Sinsheimervirus
HM753715.1	unassigned	Microviridae	Bullavirinae	Sinsheimervirus
HM753713.1	unassigned	Microviridae	Bullavirinae	Sinsheimervirus
MG945410.1	unassigned	Microviridae	unassigned	unassigned
NC_040328.1	unassigned	Microviridae	unassigned	unassigned
NC_040329.1	unassigned	Microviridae	unassigned	unassigned
MG945771.1	unassigned	Microviridae	unassigned	unassigned
NC_043030.1	unassigned	Clavaviridae	unassigned	Clavavirus
KT264749.1	unassigned	Microviridae	Gokushovirinae	unassigned
NC_026613.1	unassigned	Inoviridae	unassigned	unassigned
MH649153.2	unassigned	Microviridae	unassigned	unassigned
KR704914.1	unassigned	Microviridae	unassigned	unassigned
KT264771.1	unassigned	Microviridae	Gokushovirinae	unassigned
MH649004.2	unassigned	Microviridae	unassigned	unassigned
MG945566.1	unassigned	Microviridae	unassigned	unassigned
KT264778.1	unassigned	Microviridae	Gokushovirinae	unassigned
MG945783.1	unassigned	Microviridae	unassigned	unassigned
KJ003981.1	unassigned	Inoviridae	unassigned	unassigned
KT264816.1	unassigned	Microviridae	Gokushovirinae	unassigned
MG945561.1	unassigned	Microviridae	unassigned	unassigned
MG945476.1	unassigned	Microviridae	unassigned	unassigned
MG883717.1	unassigned	Microviridae	unassigned	unassigned
KR704915.1	unassigned	Microviridae	unassigned	unassigned
MH649110.2	unassigned	Microviridae	unassigned	unassigned
MG641185.1	unassigned	Microviridae	unassigned	unassigned
KM589516.1	unassigned	Microviridae	unassigned	unassigned
MG945895.1	unassigned	Microviridae	unassigned	unassigned
KM589505.1	unassigned	Microviridae	unassigned	unassigned
MG945674.1	unassigned	Microviridae	unassigned	unassigned
MG883715.1	unassigned	Microviridae	unassigned	unassigned
MG945357.1	unassigned	Microviridae	unassigned	unassigned
MG641186.1	unassigned	Microviridae	unassigned	unassigned
D00624.1	unassigned	Microviridae	Gokushovirinae	Chlamydiamicrovirus
NC_030472.1	unassigned	Microviridae	unassigned	unassigned
MG945371.1	unassigned	Microviridae	unassigned	unassigned
JN402401.1	unassigned	Inoviridae	unassigned	unassigned
KM589500.1	unassigned	Microviridae	unassigned	unassigned
MG945179.1	unassigned	Microviridae	unassigned	unassigned
MH992157.1	unassigned	Microviridae	unassigned	unassigned
MG945706.1	unassigned	Microviridae	unassigned	unassigned
NC_003300.1	unassigned	Cystoviridae	unassigned	Cystovirus
MG945728.1	unassigned	Microviridae	unassigned	unassigned
MG945843.1	unassigned	Microviridae	unassigned	unassigned
KM589510.1	unassigned	Microviridae	unassigned	unassigned
KT264812.1	unassigned	Microviridae	Gokushovirinae	unassigned
KM589503.1	unassigned	Microviridae	unassigned	unassigned
NC_040349.1	unassigned	Microviridae	unassigned	unassigned
MH992159.1	unassigned	Microviridae	unassigned	unassigned
KM589502.1	unassigned	Microviridae	Gokushovirinae	unassigned
NC_027643.1	unassigned	Microviridae	unassigned	unassigned
MH992176.1	unassigned	Microviridae	unassigned	unassigned
KT264815.1	unassigned	Microviridae	Gokushovirinae	unassigned
KM589508.1	unassigned	Microviridae	Gokushovirinae	unassigned
KM589515.1	unassigned	Microviridae	unassigned	unassigned
KM589498.1	unassigned	Microviridae	Gokushovirinae	unassigned
MH992177.1	unassigned	Microviridae	unassigned	unassigned
NC_002643.1	unassigned	Microviridae	Gokushovirinae	Bdellomicrovirus
AJ270057.1	unassigned	Microviridae	Gokushovirinae	Chlamydiamicrovirus
MH992196.1	unassigned	Microviridae	unassigned	unassigned
NC_027641.1	unassigned	Microviridae	unassigned	unassigned
MH992198.1	unassigned	Microviridae	unassigned	unassigned
KM589501.1	unassigned	Microviridae	Gokushovirinae	unassigned
MK249146.1	unassigned	Microviridae	unassigned	Microvirus
X58839.1	unassigned	Inoviridae	unassigned	Plectrovirus
MK249134.1	unassigned	Microviridae	unassigned	Microvirus
KP823395.1	unassigned	Microviridae	Gokushovirinae	unassigned
NC_027648.1	unassigned	Microviridae	unassigned	unassigned
NC_027634.1	unassigned	Microviridae	unassigned	unassigned
KM589512.1	unassigned	Microviridae	unassigned	unassigned
M17988.1	unassigned	Microviridae	Gokushovirinae	Spiromicrovirus
MK765621.1	unassigned	Microviridae	unassigned	unassigned
MK765622.1	unassigned	Microviridae	unassigned	unassigned
MK765558.1	unassigned	Microviridae	unassigned	unassigned
MK765668.1	unassigned	Microviridae	unassigned	unassigned
MK765559.1	unassigned	Microviridae	unassigned	unassigned
NC_027639.1	unassigned	Microviridae	unassigned	unassigned
MG945313.1	unassigned	Microviridae	unassigned	unassigned
NC_004301.1	unassigned	Leviviridae	unassigned	Allolevivirus
FJ539134.1	unassigned	Leviviridae	unassigned	Allolevivirus
NC_028994.1	unassigned	Microviridae	Gokushovirinae	unassigned
AF334111.2	unassigned	Leviviridae	unassigned	unassigned
MH015251.1	unassigned	Microviridae	unassigned	unassigned
FJ483841.1	unassigned	Leviviridae	unassigned	Allolevivirus
FJ483842.1	unassigned	Leviviridae	unassigned	Allolevivirus
NC_001890.1	unassigned	Leviviridae	unassigned	Allolevivirus
MG945648.1	unassigned	Microviridae	unassigned	unassigned
KM589513.1	unassigned	Microviridae	unassigned	unassigned
EF068134.1	unassigned	Leviviridae	unassigned	Allolevivirus
NC_022790.1	unassigned	Microviridae	Gokushovirinae	unassigned
DQ785291.1	unassigned	Cystoviridae	unassigned	Cystovirus
DQ785290.1	unassigned	Cystoviridae	unassigned	Cystovirus
KX074202.1	unassigned	Cystoviridae	unassigned	Cystovirus
KJ957165.1	unassigned	Cystoviridae	unassigned	Cystovirus
NC_019453.1	unassigned	Leviviridae	unassigned	unassigned
FJ608824.1	unassigned	Cystoviridae	unassigned	Cystovirus
NC_008294.1	unassigned	Leviviridae	unassigned	Levivirus
NC_001417.2	unassigned	Leviviridae	unassigned	Levivirus
JX045650.1	unassigned	Leviviridae	unassigned	Levivirus
JQ966307.1	unassigned	Leviviridae	unassigned	Levivirus
NC_019920.1	unassigned	Leviviridae	unassigned	Levivirus
NC_019707.1	unassigned	Leviviridae	unassigned	Levivirus
NC_003301.1	unassigned	Cystoviridae	unassigned	Cystovirus
KX074203.1	unassigned	Cystoviridae	unassigned	Cystovirus
MK250026.1	Caudovirales	Myoviridae	unassigned	unassigned
MK250023.1	Caudovirales	Myoviridae	unassigned	unassigned
MK250028.1	Caudovirales	Myoviridae	unassigned	unassigned
MK250021.1	Caudovirales	Myoviridae	unassigned	unassigned
MK250020.1	Caudovirales	Myoviridae	unassigned	unassigned
MK250022.1	Caudovirales	Myoviridae	unassigned	unassigned
MK250025.1	Caudovirales	Myoviridae	unassigned	unassigned
MK250024.1	Caudovirales	Myoviridae	unassigned	unassigned
MF360958.1	Caudovirales	Myoviridae	unassigned	unassigned
MH622943.1	Caudovirales	Myoviridae	unassigned	unassigned
AP018399.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592671.1	Caudovirales	Myoviridae	unassigned	unassigned
MH588546.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH588547.1	Caudovirales	Siphoviridae	unassigned	unassigned
MF042360.1	Caudovirales	Myoviridae	unassigned	Phikzvirus
MH588545.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK552327.1	Caudovirales	Myoviridae	unassigned	Phikzvirus
MK599315.1	Caudovirales	Myoviridae	unassigned	Phikzvirus
MH595538.1	Caudovirales	Myoviridae	unassigned	unassigned
MK797984.1	Caudovirales	Myoviridae	unassigned	unassigned
MK689364.1	Caudovirales	Myoviridae	unassigned	unassigned
MH248138.1	Caudovirales	Myoviridae	unassigned	unassigned
MH460463.1	Caudovirales	Myoviridae	unassigned	unassigned
KY984068.1	Caudovirales	Myoviridae	unassigned	unassigned
KY448244.1	Caudovirales	Myoviridae	unassigned	unassigned
LT598654.1	Caudovirales	Myoviridae	unassigned	unassigned
KT895374.1	Caudovirales	Myoviridae	unassigned	unassigned
MH460461.1	Caudovirales	Myoviridae	unassigned	unassigned
MK368614.1	Caudovirales	Myoviridae	unassigned	Aphroditevirus
MG592456.1	Caudovirales	Myoviridae	Tevenvirinae	Schizotequatrovirus
MK774614.1	Caudovirales	Myoviridae	unassigned	unassigned
MN032614.1	Caudovirales	Myoviridae	unassigned	unassigned
MK327938.1	Caudovirales	Myoviridae	unassigned	Iapetusvirus
MF459647.1	Caudovirales	Myoviridae	unassigned	Risingsunvirus
LC168164.1	Caudovirales	Myoviridae	unassigned	unassigned
KY499642.1	Caudovirales	Myoviridae	unassigned	unassigned
MH791414.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
MN094788.1	Caudovirales	Myoviridae	unassigned	Mieseafarmvirus
MG250483.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
MH588544.1	Caudovirales	Siphoviridae	unassigned	Phicbkvirus
MF351863.1	Caudovirales	Myoviridae	unassigned	unassigned
KU160494.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
MK387337.1	Caudovirales	Myoviridae	unassigned	unassigned
KJ019089.1	Caudovirales	Myoviridae	unassigned	unassigned
AP008983.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_007581.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH744418.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH412654.1	Caudovirales	Myoviridae	unassigned	unassigned
HQ633061.1	Caudovirales	Myoviridae	unassigned	unassigned
MH673673.1	Caudovirales	Myoviridae	unassigned	unassigned
MH059636.2	Caudovirales	Myoviridae	Tevenvirinae	unassigned
MK493321.1	Caudovirales	Myoviridae	unassigned	unassigned
LC371242.1	Caudovirales	Myoviridae	unassigned	Winklervirus
MN038175.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
MG999954.1	Caudovirales	Myoviridae	Tevenvirinae	Karamvirus
KU686207.1	Caudovirales	Myoviridae	unassigned	unassigned
MG969411.1	Caudovirales	Myoviridae	Vequintavirinae	Seunavirus
LT614807.1	Caudovirales	Myoviridae	Tevenvirinae	Karamvirus
MG746602.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
MH051913.1	Caudovirales	Myoviridae	Tevenvirinae	Dhakavirus
MH791409.1	Caudovirales	Myoviridae	Tevenvirinae	Dhakavirus
MK310184.1	Caudovirales	Myoviridae	Tevenvirinae	Dhakavirus
MK373787.1	Caudovirales	Myoviridae	Tevenvirinae	Tequatrovirus
MK577502.1	Caudovirales	Myoviridae	unassigned	Biquartavirus
KT070867.1	Caudovirales	Siphoviridae	unassigned	unassigned
MN044033.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
KU682439.2	Caudovirales	Ackermannviridae	unassigned	unassigned
MK278860.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
KY593455.1	Caudovirales	Myoviridae	unassigned	Tegunavirus
MG198570.1	Caudovirales	Myoviridae	unassigned	unassigned
KY971610.1	Caudovirales	Myoviridae	Tevenvirinae	unassigned
NC_030920.1	Caudovirales	Herelleviridae	Bastillevirinae	unassigned
KU253712.1	Caudovirales	Herelleviridae	Bastillevirinae	unassigned
KT995479.1	Caudovirales	Myoviridae	unassigned	unassigned
KX961630.1	Caudovirales	Herelleviridae	Bastillevirinae	Tsarbombavirus
KM236245.1	Caudovirales	Herelleviridae	Bastillevirinae	unassigned
NC_027366.1	Caudovirales	Herelleviridae	Bastillevirinae	unassigned
MF668280.1	Caudovirales	Myoviridae	unassigned	unassigned
MK016664.1	Caudovirales	Myoviridae	unassigned	unassigned
MF288920.1	Caudovirales	Herelleviridae	Bastillevirinae	Wphvirus
MK257744.1	Caudovirales	Myoviridae	unassigned	unassigned
KX156152.1	Caudovirales	Herelleviridae	Bastillevirinae	Wphvirus
KX961632.1	Caudovirales	Herelleviridae	Bastillevirinae	Wphvirus
MG428992.1	Caudovirales	Ackermannviridae	Cvivirinae	Kuttervirus
MG763894.1	Caudovirales	Herelleviridae	Bastillevirinae	Wphvirus
LC373201.2	Caudovirales	Ackermannviridae	Aglimvirinae	unassigned
KX961629.1	Caudovirales	Herelleviridae	Bastillevirinae	Wphvirus
MK288021.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH884508.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG428991.1	Caudovirales	Ackermannviridae	unassigned	unassigned
MH929319.1	Caudovirales	Ackermannviridae	unassigned	unassigned
MK373783.1	Caudovirales	Ackermannviridae	unassigned	unassigned
MG748547.1	Caudovirales	Ackermannviridae	Cvivirinae	Kuttervirus
AP014858.1	Caudovirales	Myoviridae	unassigned	unassigned
MG428990.1	Caudovirales	Ackermannviridae	unassigned	unassigned
MH370371.1	Caudovirales	Ackermannviridae	Cvivirinae	Kuttervirus
LT960608.1	Caudovirales	Herelleviridae	Bastillevirinae	Nitunavirus
MG770379.1	Caudovirales	Ackermannviridae	unassigned	unassigned
KY368640.1	Caudovirales	Herelleviridae	Bastillevirinae	Nitunavirus
LR215720.1	Caudovirales	Herelleviridae	Twortvirinae	Kayvirus
MK295203.1	Caudovirales	Myoviridae	Tevenvirinae	Dhakavirus
KY549443.1	Caudovirales	Herelleviridae	Brockvirinae	unassigned
LR215721.1	Caudovirales	Herelleviridae	Twortvirinae	Kayvirus
KU847400.1	Caudovirales	Herelleviridae	Bastillevirinae	Wphvirus
LR215718.1	Caudovirales	Herelleviridae	Twortvirinae	Kayvirus
MH606185.1	Caudovirales	Herelleviridae	Bastillevirinae	Nitunavirus
MG592415.1	Caudovirales	Myoviridae	unassigned	unassigned
MH807820.1	Caudovirales	Ackermannviridae	Aglimvirinae	Limestonevirus
MK977696.1	Caudovirales	Myoviridae	unassigned	unassigned
MK977695.1	Caudovirales	Myoviridae	unassigned	unassigned
MH791397.1	Caudovirales	Herelleviridae	Brockvirinae	unassigned
MH533020.1	Caudovirales	Myoviridae	Vequintavirinae	unassigned
MH319754.1	Caudovirales	Myoviridae	unassigned	unassigned
MH375644.1	Caudovirales	Ackermannviridae	unassigned	unassigned
KY652726.1	Caudovirales	Myoviridae	Vequintavirinae	unassigned
KX452695.1	Caudovirales	Myoviridae	Vequintavirinae	unassigned
KY368639.1	Caudovirales	Herelleviridae	Spounavirinae	Okubovirus
MH884511.1	Caudovirales	Herelleviridae	Spounavirinae	unassigned
MG250486.1	Caudovirales	Myoviridae	Vequintavirinae	unassigned
MG592495.1	Caudovirales	Myoviridae	unassigned	unassigned
MF787246.1	Caudovirales	Herelleviridae	unassigned	unassigned
MK024806.1	Caudovirales	Myoviridae	Vequintavirinae	unassigned
KY914485.1	Caudovirales	Ackermannviridae	unassigned	unassigned
LT960610.1	Caudovirales	Herelleviridae	Spounavirinae	unassigned
MH629685.1	Caudovirales	Myoviridae	unassigned	unassigned
MF403007.1	Caudovirales	Ackermannviridae	unassigned	unassigned
MH517022.1	Caudovirales	Ackermannviridae	unassigned	unassigned
KY514263.1	Caudovirales	Myoviridae	Vequintavirinae	Certrevirus
MG557979.1	Caudovirales	Herelleviridae	unassigned	unassigned
MF988720.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_012530.1	Caudovirales	Herelleviridae	unassigned	unassigned
FJ822135.1	Caudovirales	Herelleviridae	unassigned	unassigned
MG592459.1	Caudovirales	Myoviridae	unassigned	unassigned
MF417868.1	Caudovirales	unassigned	unassigned	unassigned
MH321490.1	Caudovirales	Herelleviridae	Twortvirinae	Sepunavirus
MH809530.1	Caudovirales	Herelleviridae	unassigned	unassigned
MG765277.2	Caudovirales	Herelleviridae	unassigned	unassigned
MK504444.1	Caudovirales	Herelleviridae	unassigned	unassigned
MG592529.1	Caudovirales	Myoviridae	unassigned	unassigned
